absent,assist,assist_rate,attack_efficient,attack_ws,attackrebound_rate,behindrebound,block,block_rate,bottom_hand,bottom_hit,bottom_hit_rate,bottom_part_rate,close_hand,close_hit,close_hit_rate,close_part_rate,defend_efficient,defend_ws,defendrebound_rate,dunk,fault,first,foul,foul_plus_one,foul_rate,frontrebound,hand,hand1,hand3,hand_distance,hit,hit1,hit3,lose,middle_hand,middle_hit,middle_hit_rate,middle_part_rate,name,penalty,per_value,real_hit,rebound,rebound_rate,remote_hand,remote_hit,remote_hit_rate,remote_part_rate,score,season,shoot,shoot3,shoot_efficient,steal,steal_rate,team,time,use_rate,win,ws
67,2.6,11.1%,108,2.4,3.9%,5.0,0.5,1.1%,3.1,1.8,59.6%,30.0%,0.7,0.1,20.4%,7.1%,100,4.6,10.5%,29,1.5,67,1.6,22,10.8%,3.9,10.3,3.6,3.6,14.6,4.1,1.3,1.0,24,0.9,0.4,40.7%,8.5%,Jimmy Butler,4.9,13.5,52.2%,76.9%,7.2%,2.0,0.7,35.8%,19.8%,13.1,13-14,39.7%,28.3%,44.6%,1.9,2.6%,芝加哥公牛,38.7,16.8%,43,7.1
82,1.4,8.6%,121,4.4,7.2%,2.8,0.4,1.1%,2.4,1.7,68.0%,39.1%,0.6,0.1,22.4%,9.6%,104,2.6,10.4%,45,0.8,20,1.2,19,9.2%,2.3,6.2,2.3,1.3,11.7,2.9,1.7,0.5,37,0.5,0.1,27.5%,7.8%,Jimmy Butler,4.0,15.2,57.4%,80.3%,8.8%,1.4,0.5,34.7%,23.0%,8.6,12-13,46.7%,38.1%,50.6%,1.0,2.0%,芝加哥公牛,26.0,14.6%,45,7.0
28,3.5,25.7%,113,0.9,2.6%,2.3,0.3,1.1%,2.6,1.6,61.1%,44.4%,0.7,0.2,31.6%,11.7%,104,0.9,12.0%,0,1.4,0,2.0,5,16.6%,1.9,5.8,2.3,1.0,10.7,2.8,0.5,0.3,8,0.4,0.1,40.0%,6.2%,Kyle Lowry,2.8,15.0,56.1%,80.0%,7.5%,1.1,0.5,46.9%,19.8%,7.6,08-09,47.5%,27.6%,50.0%,0.8,1.8%,休斯顿火箭,21.7,17.5%,20,1.8
49,3.6,26.9%,107,0.9,1.5%,3.3,0.2,0.6%,2.3,1.1,49.1%,41.2%,0.5,0.2,37.5%,8.8%,110,0.9,11.4%,0,1.6,21,1.8,15,18.7%,2.6,5.6,2.0,1.4,11.6,2.3,0.3,0.3,37,0.5,0.2,40.0%,9.2%,Kyle Lowry,2.3,14.1,54.0%,80.1%,6.4%,0.9,0.4,50.0%,15.4%,7.6,08-09,41.2%,24.6%,44.3%,1.0,2.4%,孟菲斯灰熊,21.9,18.4%,12,1.8
74,3.2,15.5%,109,6.7,10.8%,8.1,2.2,4.0%, , , , , , , , ,95,6.4,24.8%, ,3.3,74,2.8, ,13.5%,6.2,17.3,8.9,0.1, ,8.5,3.5,0.0,26, , , , ,Tim Duncan,12.4,24.8,55.5%,76.1%,18.1%, , , , ,23.2,99-00,49.0%,9.1%,49.1%,0.9,1.2%,圣安东尼奥马刺,38.9,28.7%,48,13.0
50,2.4,12.1%,106,4.0,9.7%,7.2,2.5,4.4%, , , , , , , , ,91,4.7,22.2%, ,2.9,50,2.9, ,12.7%,4.9,16.9,8.2,0.1, ,8.4,3.2,0.0,13, , , , ,Tim Duncan,11.4,23.2,54.1%,69.0%,16.3%, , , , ,21.7,98-99,49.5%,14.3%,49.5%,0.9,1.2%,圣安东尼奥马刺,39.3,27.2%,37,8.7
42,0.3,5.7%,112,0.5,7.3%,1.3,0.1,1.0%,0.7,0.3,50.0%,35.4%,0.4,0.1,37.5%,20.3%,100,0.6,10.1%,3,0.3,0,0.5,4,11.9%,1.0,1.9,0.8,0.3,10.4,0.8,0.5,0.0,12,0.2,0.1,57.1%,8.9%,Jimmy Butler,1.3,12.5,52.6%,76.8%,8.7%,0.4,0.1,35.3%,21.5%,2.6,11-12,40.5%,18.2%,41.8%,0.3,1.6%,芝加哥公牛,8.5,14.9%,30,1.1
82,3.6,21.8%,108,2.1,2.2%,4.2,0.3,0.8%,3.0,1.5,52.0%,41.2%,0.7,0.3,45.0%,10.1%,111,1.3,11.3%,1,1.5,9,2.3,25,14.6%,3.0,7.2,2.5,1.7,11.7,3.1,0.5,0.4,60,0.5,0.2,44.2%,7.3%,Kyle Lowry,3.0,14.3,53.1%,69.8%,6.7%,1.3,0.6,44.8%,17.7%,9.6,07-08,43.2%,25.7%,46.3%,1.1,2.2%,孟菲斯灰熊,25.5,18.6%,22,3.4
10,3.2,27.3%,118,0.4,8.2%,2.8,0.1,0.4%,1.9,0.9,47.4%,50.0%,0.2,0.0,0.0%,5.3%,108,0.2,13.0%,1,1.2,0,2.0,2,19.3%,2.5,3.8,1.9,0.8,9.8,1.4,1.2,0.3,8,0.2,0.1,50.0%,5.3%,Kyle Lowry,3.1,18.3,55.6%,89.3%,10.6%,0.7,0.1,14.3%,18.4%,5.6,06-07,36.8%,37.5%,40.8%,1.4,4.1%,孟菲斯灰熊,17.5,16.1%,2,0.5
82,2.7,13.7%,108,5.6,10.5%,5.9,2.5,4.5%, , , , , , , , ,95,7.2,23.8%, ,3.4,82,3.1, ,15.7%,3.9,15.7,8.6,0.1, ,8.6,3.3,0.0,26, , , , ,Tim Duncan,11.9,22.6,57.7%,66.2%,17.6%, , , , ,21.1,97-98,54.9%,0.0%,54.9%,0.7,0.9%,圣安东尼奥马刺,39.1,26.0%,56,12.8
82,3.8,21.1%,101,2.9,2.8%,4.0,0.5,1.0%,2.6,1.6,61.4%,13.8%,1.6,0.6,36.3%,8.8%,103,3.4,16.7%,21,2.1,67,2.1,24,9.4%,3.2,18.6,5.2,0.7,13.8,8.3,0.9,0.2,45,5.6,2.5,43.9%,30.3%,Michael Jordan,6.1,19.3,49.1%,82.1%,9.7%,8.1,3.4,42.4%,43.5%,20.0,02-03,44.5%,29.1%,45.0%,1.5,2.2%,华盛顿奇才,37.0,28.7%,37,6.2
23,2.2,21.0%,92,-0.2,5.2%,1.2,0.4,1.6%,1.3,0.7,58.6%,20.7%,0.4,0.1,33.3%,6.4%,102,0.5,13.1%,1,1.3,6,1.7,1,16.0%,0.7,6.1,2.1,2.1,15.5,2.3,0.9,0.6,20,0.8,0.3,31.6%,13.6%,Scottie Pippen,3.0,12.4,44.8%,63.0%,9.0%,1.5,0.6,40.0%,25.0%,5.9,03-04,37.9%,27.1%,42.5%,0.9,2.7%,芝加哥公牛,17.9,19.6%,3,0.3
60,5.2,30.8%,99,1.2,2.7%,5.6,0.4,0.9%,2.7,1.7,61.5%,12.2%,2.5,0.7,29.7%,11.2%,105,2.1,16.2%,20,2.7,53,2.0,29,9.9%,4.4,22.1,4.8,0.9,13.7,9.2,0.8,0.2,30,7.2,3.0,41.9%,32.8%,Michael Jordan,5.7,20.7,46.8%,79.0%,9.4%,8.8,3.6,40.9%,39.9%,22.9,01-02,41.6%,18.9%,42.0%,1.4,2.2%,华盛顿奇才,34.9,36.0%,30,3.3
82,3.5,18.0%,114,10.4,4.7%,8.8,0.5,1.0%, , , , , , , , ,100,5.4,12.5%, ,2.3,82,1.8, ,7.7%,6.9,23.1,4.2,1.5, ,10.7,1.6,0.4,20, , , , ,Michael Jordan,5.8,25.2,53.3%,78.4%,8.5%, , , , ,28.7,97-98,46.5%,23.8%,47.3%,1.7,2.4%,芝加哥公牛,38.8,33.7%,62,15.8
64,4.5,24.3%,100,1.2,3.6%,2.3,0.4,1.0%,2.5,1.6,62.0%,27.3%,1.0,0.4,43.1%,10.9%,101,2.6,14.0%,15,2.6,58,2.3,14,19.9%,1.9,9.3,3.5,2.1,13.2,4.1,0.9,0.6,23,1.1,0.5,47.8%,11.6%,Scottie Pippen,4.3,15.3,52.0%,81.8%,8.8%,2.6,1.0,38.9%,28.0%,10.8,02-03,44.4%,28.6%,47.6%,1.6,3.0%,波特兰开拓者,29.9,20.0%,41,3.8
62,5.9,28.7%,101,1.2,4.5%,2.4,0.6,1.3%,2.5,1.4,57.9%,25.4%,0.9,0.4,37.3%,9.8%,102,2.6,14.5%,20,2.8,60,2.6,11,20.5%,1.8,9.7,3.9,2.9,14.4,4.0,1.2,0.9,23,0.9,0.3,32.1%,9.3%,Scottie Pippen,5.2,14.9,49.7%,77.4%,9.5%,2.5,1.0,41.3%,25.9%,10.6,01-02,41.1%,30.5%,45.6%,1.6,2.7%,波特兰开拓者,32.2,19.1%,39,3.7
82,4.3,21.2%,121,13.3,4.2%,7.0,0.5,1.1%, , , , , , , , ,102,5.0,13.2%, ,2.0,82,1.9, ,7.2%,5.9,23.1,4.5,3.6, ,11.2,1.4,1.4,13, , , , ,Michael Jordan,5.9,27.8,56.7%,83.3%,8.8%, , , , ,29.6,96-97,48.6%,37.4%,51.6%,1.7,2.4%,芝加哥公牛,37.9,33.2%,69,18.3
82,4.3,21.2%,124,14.2,5.6%,8.0,0.5,1.0%, , , , , , , , ,100,6.2,14.9%, ,2.4,82,2.4, ,8.4%,6.7,22.6,4.8,3.2, ,11.2,1.8,1.4,10, , , , ,Michael Jordan,6.6,29.4,58.2%,83.4%,10.2%, , , , ,30.4,95-96,49.5%,42.7%,52.5%,2.2,3.1%,芝加哥公牛,37.7,33.3%,72,20.4
64,4.6,21.8%,104,2.4,4.1%,2.5,0.5,1.2%,2.7,1.7,61.9%,29.5%,0.9,0.3,31.6%,9.6%,101,2.7,14.2%,18,2.4,60,2.5,16,18.8%,1.9,9.3,4.1,2.9,14.1,4.2,1.1,1.0,27,0.6,0.2,39.5%,6.4%,Scottie Pippen,5.2,15.3,54.1%,73.9%,9.3%,2.2,1.0,45.3%,23.3%,11.3,00-01,45.1%,34.4%,50.5%,1.5,2.4%,波特兰开拓者,33.3,17.9%,37,5.1
82,5.0,23.7%,105,3.4,5.1%,2.7,0.5,1.1%, , , , , , , , ,99,4.4,16.2%, ,2.5,82,2.5, ,17.8%,2.0,10.5,4.9,3.2, ,4.7,1.4,1.0,23, , , , ,Scottie Pippen,6.3,16.4,53.3%,71.7%,11.0%, , , , ,12.5,99-00,45.1%,32.7%,50.1%,1.4,2.3%,波特兰开拓者,33.5,19.6%,59,7.8
17,5.3,24.2%,109,1.2,4.4%,8.0,0.8,1.5%, , , , , , , , ,103,1.1,16.2%, ,2.1,17,2.8, ,7.0%,6.4,23.8,5.4,1.9, ,9.8,1.5,0.9,4, , , , ,Michael Jordan,6.9,22.1,49.3%,80.1%,10.3%, , , , ,26.9,94-95,41.1%,50.0%,43.1%,1.8,2.3%,芝加哥公牛,39.3,33.2%,13,2.3
78,5.5,25.2%,119,12.0,4.9%,7.3,0.8,1.3%, , , , , , , , ,102,5.2,15.1%, ,2.7,78,2.4, ,8.4%,6.1,25.7,5.0,2.9, ,12.7,1.7,1.0,22, , , , ,Michael Jordan,6.7,29.7,56.4%,83.7%,9.8%, , , , ,32.6,92-93,49.5%,35.2%,51.5%,2.8,3.7%,芝加哥公牛,39.3,34.7%,56,17.2
80,6.1,25.7%,121,12.1,3.5%,7.4,0.9,1.5%, , , , , , , , ,102,5.6,15.3%, ,2.5,80,2.5, ,8.8%,6.1,22.7,5.3,1.3, ,11.8,1.1,0.3,13, , , , ,Michael Jordan,6.4,27.7,57.9%,83.2%,9.5%, , , , ,30.1,91-92,51.9%,27.0%,52.6%,2.3,3.0%,芝加哥公牛,38.8,31.7%,67,17.7
50,5.9,24.4%,104,2.5,3.9%,3.7,0.7,1.3%, , , , , , , , ,101,2.3,14.2%, ,3.2,50,2.4, ,18.8%,2.6,12.1,5.2,4.2, ,5.2,1.3,1.4,19, , , , ,Scottie Pippen,6.5,16.8,53.0%,72.1%,9.4%, , , , ,14.5,98-99,43.2%,34.0%,49.2%,2.0,2.6%,休斯顿火箭,40.2,19.7%,31,4.9
44,5.8,26.5%,112,3.7,3.7%,4.4,1.0,1.9%, , , , , , , , ,99,3.0,12.1%, ,2.5,44,2.6, ,12.1%,3.4,16.0,4.0,4.4, ,7.2,1.2,1.4,8, , , , ,Scottie Pippen,5.2,20.4,53.3%,77.7%,7.9%, , , , ,19.1,97-98,44.7%,31.8%,49.1%,1.8,2.6%,芝加哥公牛,37.5,24.4%,36,6.6
82,5.7,24.3%,115,7.8,5.9%,3.5,0.5,1.1%, , , , , , , , ,101,5.2,13.3%, ,2.6,82,2.6, ,12.5%,2.5,16.7,4.5,5.2, ,7.9,2.0,1.9,13, , , , ,Scottie Pippen,6.5,21.3,55.4%,70.1%,9.7%, , , , ,20.2,96-97,47.4%,36.8%,53.1%,1.9,2.7%,芝加哥公牛,37.7,24.6%,69,13.1
82,5.5,25.2%,125,14.9,4.6%,8.2,1.0,1.7%, , , , , , , , ,102,5.4,14.3%, ,2.5,82,2.8, ,8.7%,7.0,22.4,4.6,1.1, ,12.1,1.4,0.4,21, , , , ,Michael Jordan,6.0,31.6,60.5%,85.1%,9.5%, , , , ,31.5,90-91,53.9%,31.2%,54.7%,2.7,3.7%,芝加哥公牛,37.0,32.9%,61,20.3
82,6.3,28.6%,123,14.7,5.3%,8.5,0.7,1.1%, , , , , , , , ,106,4.3,15.6%, ,3.0,82,2.9, ,9.8%,7.2,24.0,5.1,3.0, ,12.6,1.7,1.1,27, , , , ,Michael Jordan,6.9,31.2,60.6%,84.8%,10.4%, , , , ,33.6,89-90,52.6%,37.6%,55.0%,2.8,3.5%,芝加哥公牛,39.0,33.7%,55,19.0
77,5.9,25.2%,116,7.0,6.3%,4.2,0.7,1.5%, , , , , , , , ,101,5.3,14.2%, ,2.7,77,2.6, ,13.2%,2.9,15.8,4.5,5.2, ,7.3,2.0,1.9,10, , , , ,Scottie Pippen,6.4,21.0,55.1%,67.9%,10.2%, , , , ,19.4,95-96,46.3%,37.4%,52.5%,1.7,2.5%,芝加哥公牛,36.7,24.4%,67,12.3
79,5.2,22.8%,110,5.1,6.9%,5.6,1.1,2.2%, , , , , , , , ,98,6.7,18.2%, ,3.4,79,3.0, ,15.2%,4.0,16.7,5.9,4.0, ,8.0,2.2,1.4,33, , , , ,Scottie Pippen,8.1,22.6,55.9%,71.6%,12.5%, , , , ,21.4,94-95,48.0%,34.5%,52.2%,2.9,4.0%,芝加哥公牛,38.2,26.3%,46,11.8
72,5.6,24.6%,109,5.2,7.3%,5.7,0.8,1.4%, , , , , , , , ,97,6.0,19.4%, ,3.2,72,3.2, ,13.7%,3.8,17.8,6.3,2.7, ,8.7,2.4,0.9,21, , , , ,Scottie Pippen,8.7,23.2,54.4%,66.0%,13.3%, , , , ,22.0,93-94,49.1%,32.0%,51.5%,2.9,4.0%,芝加哥公牛,38.3,27.1%,51,11.2
81,8.0,34.7%,123,14.6,5.5%,9.8,0.8,1.2%, , , , , , , , ,103,5.2,17.3%, ,3.6,81,3.0, ,11.9%,8.3,22.2,6.2,1.2, ,11.9,1.8,0.3,34, , , , ,Michael Jordan,8.0,31.1,61.4%,85.0%,11.6%, , , , ,32.5,88-89,53.8%,27.6%,54.6%,2.9,3.6%,芝加哥公牛,40.2,32.1%,47,19.8
82,5.9,27.0%,123,15.2,4.8%,10.5,1.6,2.4%, , , , , , , , ,101,6.1,10.7%, ,3.1,82,3.3, ,9.6%,8.8,24.4,3.8,0.6, ,13.0,1.7,0.1,32, , , , ,Michael Jordan,5.5,31.7,60.3%,84.1%,7.8%, , , , ,35.0,87-88,53.5%,13.2%,53.7%,3.2,3.9%,芝加哥公牛,40.4,34.1%,50,21.2
82,4.6,22.2%,117,11.9,5.6%,11.9,1.5,2.3%, , , , , , , , ,104,5.0,9.3%, ,3.3,82,2.9, ,9.1%,10.2,27.8,3.2,0.8, ,13.4,2.0,0.1,42, , , , ,Michael Jordan,5.2,29.8,56.2%,85.7%,7.4%, , , , ,37.1,86-87,48.2%,18.2%,48.4%,2.9,3.6%,芝加哥公牛,40.0,38.3%,40,16.9
81,6.3,24.0%,108,3.8,7.3%,4.3,0.9,1.6%, , , , , , , , ,104,4.8,16.0%, ,3.0,81,2.7, ,14.2%,2.9,16.4,5.2,1.1, ,7.8,2.5,0.3,25, , , , ,Scottie Pippen,7.7,19.2,51.0%,66.3%,11.5%, , , , ,18.6,92-93,47.3%,23.7%,48.2%,2.1,2.9%,芝加哥公牛,38.6,23.9%,56,8.6
18,2.9,21.7%,109,1.0,5.6%,6.9,1.2,2.7%, , , , , , , , ,107,0.5,10.7%, ,2.5,7,2.6, ,10.5%,5.8,18.2,2.3,1.0, ,8.3,1.3,0.2,9, , , , ,Michael Jordan,3.6,27.5,53.3%,84.0%,8.0%, , , , ,22.7,85-86,45.7%,16.7%,46.2%,2.1,3.9%,芝加哥公牛,25.1,38.6%,9,1.5
82,5.9,25.3%,118,10.3,6.3%,9.1,0.8,1.3%, , , , , , , , ,107,3.7,13.2%, ,3.5,82,3.5, ,13.0%,7.7,19.8,4.5,0.6, ,10.2,2.0,0.1, , , , , ,Michael Jordan,6.5,25.8,59.2%,84.5%,9.8%, , , , ,28.2,84-85,51.5%,17.3%,51.8%,2.4,3.0%,芝加哥公牛,38.3,29.8%, ,14.0
82,7.0,25.8%,114,7.1,6.9%,5.3,1.1,1.8%, , , , , , , , ,102,5.5,15.8%, ,3.1,82,3.0, ,14.0%,4.0,16.6,5.4,1.0, ,8.4,2.3,0.2,15, , , , ,Scottie Pippen,7.7,21.5,55.5%,76.0%,11.5%, , , , ,21.0,91-92,50.6%,20.0%,51.1%,1.9,2.5%,芝加哥公牛,38.6,24.6%,67,12.7
82,6.2,23.5%,114,5.9,6.5%,4.1,1.1,1.9%, , , , , , , , ,102,5.4,16.6%, ,2.8,82,3.3, ,15.1%,2.9,14.1,5.3,0.8, ,7.3,2.0,0.3,21, , , , ,Scottie Pippen,7.3,20.6,56.1%,70.6%,11.6%, , , , ,17.8,90-91,52.0%,30.9%,52.9%,2.4,3.2%,芝加哥公牛,36.8,21.8%,61,11.2
82,5.4,19.8%,103,1.4,5.6%,3.6,1.2,2.0%, , , , , , , , ,105,4.3,14.9%, ,3.4,82,3.6, ,17.8%,2.4,14.0,4.8,1.4, ,6.9,1.8,0.3,27, , , , ,Scottie Pippen,6.7,16.3,52.8%,67.5%,10.3%, , , , ,16.5,89-90,48.9%,25.0%,50.1%,2.6,3.3%,芝加哥公牛,38.4,21.2%,55,5.7
73,3.5,15.1%,102,0.7,6.8%,4.1,0.8,1.5%, , , , , , , , ,105,3.3,14.3%, ,2.7,56,3.6, ,16.6%,2.8,11.9,4.2,1.1, ,5.7,1.9,0.3,30, , , , ,Scottie Pippen,6.1,14.9,52.4%,66.8%,10.7%, , , , ,14.4,88-89,47.6%,27.3%,48.8%,1.9,2.9%,芝加哥公牛,33.1,21.3%,43,4.0
79,2.1,14.5%,98,-0.4,8.1%,2.2,0.7,1.9%, , , , , , , , ,103,2.6,12.6%, ,1.7,0,2.7, ,17.0%,1.3,7.1,2.3,0.3, ,3.3,1.5,0.1,30, , , , ,Scottie Pippen,3.8,12.9,48.9%,57.6%,10.4%, , , , ,7.9,87-88,46.3%,17.4%,46.6%,1.2,2.8%,芝加哥公牛,20.9,20.0%,49,2.3
58,5.8,28.1%,109,3.2,4.1%,5.7,0.3,0.8%,4.9,3.3,68.2%,28.4%,3.8,1.5,37.7%,22.4%,110,1.8,19.8%,46,2.8,58,2.4,31,12.6%,4.5,17.2,6.1,5.6,12.5,7.5,1.3,1.9,30,1.0,0.3,25.0%,6.0%,Blake Griffin,7.4,19.6,54.4%,78.5%,12.0%,1.9,0.6,30.3%,10.9%,21.4,17-18,43.8%,34.5%,49.3%,0.7,1.0%,总计,33.9,28.9%,28,4.9
25,6.2,31.5%,108,1.1,3.5%,4.4,0.4,1.0%,3.5,2.6,73.9%,21.1%,4.2,1.6,37.5%,24.9%,109,0.8,18.9%,13,2.6,25,2.4,15,12.4%,3.5,16.7,5.6,5.4,13.4,7.2,1.1,1.9,14,1.0,0.2,23.1%,6.2%,Blake Griffin,6.6,18.5,53.1%,78.4%,11.0%,2.6,1.0,36.9%,15.6%,19.8,17-18,43.3%,34.8%,48.9%,0.4,0.7%,底特律活塞,33.2,28.4%,11,1.9
58,7.9,40.9%,126,7.5,2.3%,3.8,0.2,0.6%,1.3,0.8,66.2%,9.3%,1.4,0.6,44.6%,10.4%,105,2.7,16.7%,0,2.2,58,2.4,13,12.5%,3.5,13.8,4.8,6.5,17.6,6.3,0.6,2.5,8,3.0,1.5,50.6%,21.8%,Chris Paul,5.4,24.4,60.4%,91.9%,9.5%,1.5,0.8,55.7%,11.0%,18.6,17-18,46.0%,38.0%,55.0%,1.7,2.6%,休斯顿火箭,31.9,24.5%,50,10.2
25,0.4,5.0%,92,-0.2,0.4%,0.5,0.2,1.5%,0.2,0.1,50.0%,8.6%,0.1,0.1,100.0%,2.9%,109,0.3,18.5%,1,0.6,7,1.6,1,17.4%,0.4,2.8,1.9,1.7,20.0,1.1,0.0,0.6,9,0.4,0.2,55.6%,12.9%,Paul Pierce,1.9,5.7,53.5%,76.9%,9.7%,0.4,0.1,30.0%,14.3%,3.2,16-17,40.0%,34.9%,50.7%,0.2,0.7%,洛杉矶快船,11.1,14.8%,16,0.1
33,5.4,25.6%,110,2.0,4.5%,6.6,0.3,0.7%,5.9,3.9,65.6%,33.7%,3.6,1.4,37.8%,20.6%,110,1.0,20.5%,33,3.0,33,2.4,16,12.8%,5.2,17.5,6.5,5.7,11.8,7.7,1.4,1.9,16,1.0,0.3,26.5%,5.9%,Blake Griffin,7.9,20.4,55.3%,78.5%,12.6%,1.3,0.3,20.5%,7.6%,22.6,17-18,44.1%,34.2%,49.7%,0.9,1.3%,洛杉矶快船,34.5,29.3%,17,3.0
61,4.9,24.5%,115,5.4,6.2%,6.9,0.4,0.9%,5.5,3.7,66.9%,34.8%,3.0,1.2,40.5%,19.1%,108,2.4,20.2%,68,2.3,61,2.6,39,10.9%,5.2,15.9,6.3,1.9,10.6,7.9,1.8,0.6,21,1.0,0.3,32.2%,6.1%,Blake Griffin,8.1,22.6,56.9%,76.0%,13.4%,4.5,2.0,43.6%,28.3%,21.6,16-17,49.3%,33.6%,51.3%,0.9,1.4%,洛杉矶快船,34.1,28.0%,40,7.7
61,9.2,46.8%,126,7.9,2.4%,4.3,0.1,0.3%,1.0,0.6,60.3%,7.4%,0.9,0.5,56.4%,7.0%,106,2.6,15.0%,0,2.4,61,2.4,8,14.0%,3.8,12.9,4.3,5.0,18.1,6.1,0.7,2.0,18,2.7,1.3,49.7%,21.0%,Chris Paul,5.0,26.2,61.4%,89.2%,8.9%,3.4,1.7,49.8%,26.1%,18.1,16-17,47.6%,41.1%,55.5%,2.0,3.1%,洛杉矶快船,31.5,24.4%,43,10.6
74,10.0,52.7%,119,9.2,1.8%,4.4,0.2,0.4%,1.8,1.1,61.5%,12.1%,1.8,0.9,50.4%,12.1%,103,3.5,12.0%,2,2.6,74,2.5,13,13.4%,4.0,15.1,3.7,4.4,15.8,7.0,0.5,1.6,24,2.8,1.5,52.7%,18.4%,Chris Paul,4.2,26.2,57.5%,89.6%,7.0%,4.2,1.8,43.2%,27.8%,19.5,15-16,46.2%,37.1%,51.7%,2.1,3.1%,洛杉矶快船,32.8,27.1%,50,12.7
68,1.0,8.5%,93,-0.6,1.1%,1.0,0.3,1.1%,0.4,0.2,40.7%,6.8%,0.3,0.1,31.8%,5.5%,105,1.4,15.2%,1,0.9,38,1.9,3,12.0%,0.8,5.8,2.6,3.6,19.6,2.1,0.2,1.1,24,0.7,0.3,43.8%,12.1%,Paul Pierce,2.7,8.2,48.9%,81.8%,8.2%,0.9,0.4,51.7%,14.6%,6.1,15-16,36.3%,31.0%,45.7%,0.5,1.3%,洛杉矶快船,18.2,17.8%,44,0.9
73,2.0,11.9%,112,3.2,2.7%,2.9,0.3,1.0%,1.8,1.1,62.0%,19.7%,0.5,0.2,40.5%,5.6%,104,2.3,14.3%,12,1.3,73,2.2,14,10.9%,2.2,9.0,3.4,4.2,17.1,4.0,0.6,1.6,33,1.0,0.4,41.1%,11.1%,Paul Pierce,4.0,15.2,58.0%,78.1%,8.7%,1.6,0.7,43.9%,17.4%,11.9,14-15,44.7%,38.9%,53.7%,0.6,1.2%,华盛顿奇才,26.2,19.9%,40,5.5
75,2.4,14.5%,109,2.9,1.5%,4.1,0.4,1.2%,2.2,1.4,63.9%,23.7%,0.7,0.2,34.0%,7.4%,106,2.3,18.3%,19,2.0,68,2.5,23,15.3%,3.4,9.5,4.3,4.0,15.7,4.3,0.3,1.5,33,1.2,0.5,42.4%,12.9%,Paul Pierce,4.6,16.8,59.5%,82.6%,9.9%,1.3,0.6,44.9%,13.8%,13.5,13-14,45.1%,37.3%,52.9%,1.1,2.2%,布鲁克林篮网,28.0,22.4%,42,5.2
35,4.9,27.2%,108,2.2,4.8%,5.5,0.5,1.1%,5.0,3.7,73.9%,29.2%,2.6,1.3,48.4%,15.1%,103,1.6,22.3%,36,2.4,35,2.7,18,10.8%,4.0,17.2,6.9,0.5,11.2,8.6,1.5,0.2,13,1.2,0.4,35.7%,7.0%,Blake Griffin,8.4,22.1,54.4%,72.7%,13.7%,7.9,3.0,38.4%,45.8%,21.4,15-16,49.9%,33.3%,50.4%,0.8,1.2%,洛杉矶快船,33.5,29.8%,22,3.8
82,10.2,47.4%,126,12.9,2.1%,3.9,0.2,0.4%,1.3,0.9,64.2%,9.3%,1.5,0.7,48.8%,10.7%,105,3.2,12.5%,1,2.3,82,2.5,13,12.7%,3.5,14.3,4.0,4.3,16.3,6.9,0.6,1.7,26,3.3,1.7,51.9%,22.9%,Chris Paul,4.6,26.0,59.6%,90.0%,7.4%,3.8,1.8,48.7%,26.5%,19.1,14-15,48.5%,39.8%,54.5%,1.9,2.8%,洛杉矶快船,34.9,23.7%,56,16.1
62,10.7,48.9%,125,9.0,2.0%,5.6,0.1,0.1%,1.8,1.2,70.6%,12.5%,2.1,1.0,48.1%,15.3%,103,3.2,11.4%,1,2.3,62,2.5,16,12.4%,4.8,14.0,3.7,3.4,15.0,6.5,0.6,1.3,18,3.6,1.6,45.9%,25.5%,Chris Paul,4.3,25.9,58.0%,85.5%,6.9%,3.1,1.4,44.0%,22.2%,19.1,13-14,46.7%,36.8%,51.1%,2.5,3.5%,洛杉矶快船,35.0,23.7%,44,12.2
77,4.8,25.1%,106,3.5,2.1%,5.5,0.4,0.9%,3.3,2.0,59.3%,23.2%,1.2,0.3,29.7%,8.3%,102,3.7,19.7%,18,2.8,77,2.7,31,14.3%,4.3,14.2,5.7,5.0,15.1,6.2,0.6,1.9,36,2.3,1.1,46.3%,16.0%,Paul Pierce,6.3,19.1,55.9%,78.7%,11.2%,2.5,0.9,38.2%,17.5%,18.6,12-13,43.6%,38.0%,50.2%,1.1,1.7%,波士顿凯尔特人,33.5,27.4%,41,7.2
61,4.5,24.3%,106,3.3,2.2%,5.6,0.4,1.0%,3.8,2.6,67.0%,26.2%,1.0,0.3,31.7%,7.1%,99,3.7,15.2%,20,2.8,61,2.4,41,14.2%,4.8,14.6,4.6,4.5,14.4,6.5,0.6,1.6,23,2.4,0.9,38.9%,16.2%,Paul Pierce,5.2,19.6,56.7%,85.2%,9.0%,2.9,1.0,35.0%,19.9%,19.4,11-12,44.3%,36.6%,49.9%,1.1,1.8%,波士顿凯尔特人,34.0,28.1%,38,7.0
80,3.3,16.1%,116,6.5,1.6%,5.6,0.6,1.4%,3.7,2.6,71.8%,28.8%,1.2,0.4,36.6%,9.1%,101,5.1,16.6%,38,2.1,80,2.9,52,12.3%,4.8,12.8,5.0,3.7,13.6,6.3,0.4,1.4,25,1.9,0.9,48.4%,15.2%,Paul Pierce,5.4,19.7,62.0%,86.0%,9.5%,2.3,0.9,41.8%,17.8%,18.9,10-11,49.7%,37.4%,55.1%,1.0,1.5%,波士顿凯尔特人,34.7,24.0%,55,11.6
